DEPTH,GR
2.67 ,5.89 
5.26 ,0.86 
3.23 ,4.67 
5.07 ,5.43 
6.50 ,5.44 
8.17 ,7.34 
7.30 ,0.81 
7.16 ,4.65 
6.56 ,0.62 
1.86 ,3.42 
3.12 ,8.17 
2.29 ,9.70 
0.05 ,7.72 
1.83 ,0.01 
0.18 ,0.78 
7.16 ,5.12 
8.86 ,8.87 
9.90 ,4.79 
1.17 ,9.54 
3.65 ,7.05 
1.38 ,5.89 
7.22 ,2.68 
6.56 ,9.14 
2.92 ,6.61 
4.62 ,8.94 
8.97 ,5.11 
3.21 ,8.74 
6.48 ,7.47 
9.92 ,8.24 
6.84 ,6.39 
8.62 ,1.95 
1.83 ,7.75 
3.76 ,2.80 
8.02 ,7.97 
4.17 ,0.21 
3.63 ,6.30 
1.96 ,4.40 
9.29 ,2.32 
7.16 ,9.98 
0.56 ,1.64 
1.05 ,0.29 
8.88 ,4.52 
4.74 ,7.87 
8.41 ,5.88 
9.05 ,9.84 
0.21 ,3.23 
2.83 ,2.76 
0.58 ,2.20 
3.34 ,4.38 
7.00 ,5.80 
2.28 ,9.26 
9.86 ,4.30 
5.00 ,8.60 
2.32 ,3.53 
1.26 ,9.55 
7.85 ,7.31 
8.66 ,8.49 
2.05 ,5.80 
9.31 ,6.23 
2.36 ,3.92 
4.36 ,9.36 
5.28 ,6.88 
8.54 ,1.21 
8.66 ,8.81 
0.03 ,6.84 
6.81 ,8.22 
7.19 ,0.96 
1.81 ,6.12 
6.81 ,0.45 
6.28 ,8.87 
2.40 ,0.21 
2.11 ,1.17 
2.00 ,1.87 
8.70 ,3.40 
9.51 ,6.63 
9.96 ,4.64 
1.08 ,4.79 
6.43 ,8.04 
8.01 ,2.54 
8.65 ,5.17 
1.63 ,2.28 
8.22 ,9.60 
7.65 ,3.70 
4.43 ,7.04 
0.85 ,2.29 
8.05 ,6.54 
9.97 ,7.54 
3.63 ,1.82 
7.53 ,0.47 
0.46 ,7.24 
0.86 ,5.06 
0.41 ,7.52 
3.68 ,3.69 
3.45 ,4.26 
3.44 ,0.87 
5.31 ,0.69 
1.75 ,8.24 
6.99 ,5.79 
3.72 ,6.87 
8.44 ,9.24 
1.50 ,0.03 
9.01 ,6.59 
4.65 ,7.00 
4.41 ,5.80 
5.33 ,4.24 
0.79 ,2.08 
0.09 ,2.77 
1.41 ,8.95 
9.15 ,1.97 
3.46 ,0.93 
9.01 ,5.49 
3.59 ,2.87 
2.97 ,8.68 
1.14 ,9.46 
1.96 ,5.43 
0.48 ,4.86 
4.01 ,9.02 
1.00 ,0.12 
2.30 ,9.43 
6.57 ,6.50 
1.26 ,8.08 
2.55 ,9.40 
1.21 ,6.34 
1.05 ,5.71 
9.65 ,7.58 
2.72 ,4.90 
1.92 ,0.12 
9.38 ,4.80 
7.32 ,2.90 
1.91 ,1.58 
4.65 ,2.33 
3.83 ,1.04 
2.03 ,0.40 
1.84 ,5.01 
3.67 ,0.53 
5.43 ,4.62 
4.86 ,0.69 
4.88 ,6.76 
0.76 ,4.39 
2.48 ,6.00 
1.60 ,3.57 
3.46 ,3.30 
8.31 ,0.84 
9.02 ,1.32 
3.30 ,8.93 
4.45 ,4.58 
1.86 ,7.34 
8.46 ,4.92 
3.01 ,5.54 
7.70 ,4.02 
3.73 ,2.39 
8.54 ,0.85 
4.41 ,5.62 
6.05 ,0.00 
7.59 ,6.61 
1.98 ,2.79 
1.04 ,7.31 
0.93 ,8.15 
6.74 ,6.02 
8.95 ,4.10 
0.77 ,8.17 
6.39 ,3.42 
2.55 ,3.58 
9.53 ,0.09 
3.29 ,4.62 
7.49 ,6.91 
3.05 ,8.94 
7.23 ,9.49 
2.63 ,2.93 
6.18 ,6.06 
3.70 ,1.73 
2.04 ,6.76 
8.20 ,5.22 
0.59 ,1.09 
6.54 ,7.06 
4.61 ,5.92 
7.71 ,7.60 
9.23 ,3.29 
6.21 ,3.10 
9.37 ,2.26 
7.76 ,9.15 
9.83 ,0.47 
5.69 ,0.06 
5.29 ,7.08 
9.56 ,2.28 
3.54 ,2.43 
5.61 ,7.26 
8.90 ,8.13 
2.57 ,9.20 
5.04 ,3.98 
9.69 ,4.54 
0.86 ,1.41 
7.45 ,5.94 
1.05 ,8.07 
6.89 ,9.80 
8.38 ,6.82 
4.11 ,6.66 
7.08 ,6.78 
3.56 ,0.78 
9.57 ,6.40 
3.54 ,2.41 
7.06 ,3.51 
9.57 ,8.46 
7.87 ,3.95 
6.53 ,5.56 
1.51 ,9.77 
8.11 ,4.27 
0.49 ,5.84 
6.60 ,4.97 
1.92 ,7.31 
2.83 ,1.33 
4.77 ,3.70 
7.48 ,2.81 
1.51 ,6.09 
0.31 ,0.77 
4.30 ,7.96 
9.98 ,6.94 
3.88 ,1.96 
2.19 ,3.85 
6.35 ,6.33 
3.70 ,0.13 
6.70 ,6.73 
7.92 ,3.87 
1.34 ,1.12 
6.66 ,7.10 
0.59 ,4.61 
7.61 ,9.68 
7.64 ,5.50 
8.11 ,3.75 
5.61 ,6.56 
9.02 ,1.63 
5.11 ,3.85 
2.14 ,1.45 
3.47 ,0.04 
0.22 ,4.00 
9.64 ,5.36 
9.24 ,6.85 
9.30 ,9.11 
0.39 ,4.85 
9.64 ,5.88 
0.34 ,6.75 
4.53 ,8.83 
1.94 ,5.81 
4.94 ,7.88 
3.19 ,8.67 
4.01 ,4.63 
6.87 ,3.62 
0.34 ,2.64 
8.54 ,1.60 
3.80 ,0.21 
4.25 ,9.48 
6.91 ,1.78 
7.47 ,9.86 
2.65 ,0.50 
1.55 ,0.30 
3.60 ,5.10 
3.82 ,6.72 
5.83 ,5.43 
2.46 ,3.42 
3.73 ,1.30 
2.62 ,9.42 
5.83 ,5.65 
5.12 ,3.44 
0.50 ,7.00 
7.42 ,9.15 
7.60 ,8.75 
1.52 ,7.20 
2.58 ,9.66 
9.58 ,4.22 
7.27 ,4.63 
7.72 ,1.22 
1.07 ,1.78 
5.87 ,1.52 
9.62 ,2.43 
3.81 ,6.70 
3.29 ,2.20 
2.62 ,8.18 
6.11 ,5.68 
0.45 ,0.22 
1.52 ,8.09 
8.32 ,3.21 
7.99 ,1.79 
2.04 ,7.58 
6.21 ,0.67 
4.21 ,3.06 
5.76 ,9.19 
8.62 ,1.66 
9.05 ,0.83 
2.68 ,3.18 
3.93 ,7.99 
8.08 ,7.86 
2.20 ,7.80 
8.01 ,4.17 
6.93 ,3.38 
8.22 ,0.93 
7.63 ,7.89 
3.82 ,5.16 
5.12 ,6.18 
4.16 ,7.91 
9.89 ,0.85 
1.31 ,0.97 
3.87 ,2.33 
2.94 ,3.35 
9.38 ,1.54 
5.89 ,1.80 
4.10 ,0.35 
6.41 ,2.85 
5.98 ,3.57 
5.79 ,1.71 
5.18 ,3.21 
9.97 ,2.92 
9.15 ,5.76 
5.35 ,2.19 
7.78 ,9.94 
6.21 ,0.53 
0.39 ,7.09 
6.94 ,0.19 
7.39 ,4.72 
1.00 ,5.10 
1.49 ,4.38 
5.88 ,2.38 
4.21 ,3.25 
0.40 ,9.28 
4.48 ,9.11 
4.92 ,2.18 
9.18 ,2.86 
8.20 ,2.21 
9.15 ,7.64 
4.11 ,5.02 
5.62 ,8.84 
7.14 ,8.92 
5.04 ,3.03 
9.15 ,0.19 
1.15 ,4.54 
1.28 ,0.15 
3.23 ,7.41 
3.85 ,6.63 
0.73 ,7.55 
2.08 ,4.35 
7.05 ,0.40 
6.53 ,5.21 
6.63 ,0.37 
1.37 ,8.45 
7.94 ,6.86 
8.78 ,3.58 
4.27 ,6.37 
5.65 ,1.66 
7.48 ,1.15 
8.22 ,2.45 
8.40 ,7.21 
2.67 ,9.38 
8.76 ,1.88 
2.30 ,5.43 
5.83 ,4.89 
7.53 ,2.07 
3.84 ,1.97 
4.70 ,5.47 
4.62 ,0.12 
5.06 ,2.45 
2.96 ,0.55 
4.94 ,8.80 
7.29 ,5.43 
4.01 ,7.35 
5.97 ,9.85 
0.77 ,9.79 
8.29 ,8.49 
7.14 ,5.61 
3.74 ,8.26 
9.09 ,1.60 
0.17 ,3.23 
6.65 ,0.60 
1.76 ,8.06 
7.27 ,7.21 
1.78 ,7.06 
9.86 ,2.90 
4.70 ,3.84 
0.54 ,6.22 
9.63 ,3.22 
5.49 ,3.78 
1.63 ,1.00 
5.58 ,0.35 
4.55 ,5.79 
8.77 ,1.17 
7.17 ,3.38 
7.88 ,6.08 
7.08 ,1.95 
1.07 ,4.20 
1.45 ,2.45 
4.50 ,6.41 
0.77 ,2.37 
8.51 ,7.80 
6.35 ,8.56 
7.90 ,8.08 
5.24 ,7.10 
6.44 ,9.30 
7.25 ,1.83 
9.61 ,9.33 
3.03 ,1.44 
6.97 ,1.63 
6.25 ,0.56 
1.11 ,0.80 
2.86 ,6.99 
3.72 ,0.42 
7.10 ,7.78 
9.38 ,2.37 
2.85 ,5.94 
1.67 ,1.04 
8.69 ,4.75 
1.02 ,2.42 
6.27 ,4.17 
9.73 ,0.80 
9.03 ,1.97 
5.23 ,6.18 
2.61 ,1.32 
5.85 ,5.55 
9.07 ,8.88 
5.87 ,6.11 
2.42 ,7.81 
2.93 ,3.83 
4.77 ,6.07 
9.57 ,7.94 
9.28 ,4.22 
0.56 ,4.94 
8.69 ,2.95 
8.25 ,6.34 
4.03 ,5.91 
6.16 ,2.84 
6.92 ,3.03 
8.31 ,3.90 
4.47 ,3.18 
0.16 ,6.96 
6.78 ,8.87 
5.11 ,8.70 
8.36 ,3.50 
5.36 ,0.45 
7.76 ,0.36 
0.02 ,3.30 
8.99 ,0.41 
6.52 ,6.97 
4.07 ,2.17 
2.26 ,1.18 
6.60 ,7.70 
2.85 ,4.05 
3.57 ,2.23 
1.46 ,1.83 
9.22 ,8.90 
9.68 ,5.88 
3.16 ,7.58 
8.27 ,9.83 
4.88 ,3.14 
8.66 ,9.36 
2.72 ,0.66 
2.87 ,3.78 
0.41 ,7.60 
2.67 ,0.91 
8.53 ,7.19 
0.36 ,4.52 
7.99 ,3.51 
1.58 ,3.50 
6.18 ,2.55 
3.33 ,3.73 
3.96 ,2.32 
7.14 ,7.64 
5.33 ,5.03 
1.72 ,0.35 
9.15 ,4.12 
0.18 ,9.40 
4.59 ,2.94 
3.25 ,3.71 
3.24 ,1.47 
6.34 ,1.26 
7.86 ,2.00 
5.15 ,0.90 
3.56 ,5.02 
8.82 ,0.64 
4.69 ,6.18 
5.40 ,9.35 
6.41 ,8.99 
8.25 ,3.38 
3.57 ,4.00 
1.50 ,9.31 
2.04 ,5.60 
5.79 ,6.27 
1.65 ,2.21 
1.18 ,5.70 
9.66 ,7.75 
9.79 ,7.55 
5.33 ,0.70 
6.26 ,5.16 
2.11 ,6.66 
6.17 ,7.99 
8.08 ,2.80 
0.36 ,1.53 
0.99 ,8.47 
9.22 ,9.61 
8.21 ,4.30 
2.53 ,7.90 
8.70 ,2.16 
0.90 ,9.84 
6.74 ,5.06 
3.02 ,2.51 
1.87 ,7.33 
5.51 ,3.03 
7.80 ,3.30 
4.36 ,4.22 
2.08 ,1.94 
4.61 ,5.24 
3.16 ,5.48 
8.51 ,3.75 
4.74 ,8.74 
2.78 ,9.67 
9.98 ,8.70 
3.11 ,2.67 
1.70 ,6.44 
8.50 ,1.39 
3.33 ,6.41 
3.14 ,1.94 
2.43 ,7.25 
7.21 ,9.92 
3.57 ,4.48 
9.91 ,3.91 
5.34 ,6.26 
2.02 ,7.67 
8.16 ,5.49 
9.96 ,0.48 
8.88 ,4.46 
7.81 ,3.29 
2.36 ,0.63 
0.75 ,2.76 
6.42 ,4.06 
7.14 ,5.58 
3.95 ,9.33 
1.27 ,1.02 
2.95 ,7.53 
2.02 ,0.22 
5.05 ,3.40 
7.62 ,9.34 
4.80 ,2.73 
8.75 ,5.89 
8.42 ,5.12 
0.74 ,0.40 
1.77 ,1.59 
1.35 ,6.08 
4.35 ,1.61 
6.51 ,3.88 
2.83 ,0.14 
8.68 ,1.75 
3.35 ,0.92 
3.86 ,0.28 
5.48 ,8.82 
8.39 ,0.26 
0.86 ,0.25 
3.61 ,9.16 
2.24 ,0.57 
2.15 ,6.47 
6.78 ,2.76 
3.05 ,2.38 
1.34 ,0.27 
7.05 ,5.55 
9.71 ,5.34 
5.50 ,7.16 
7.55 ,5.17 
7.71 ,8.47 
4.41 ,8.89 
5.10 ,7.95 
3.53 ,5.20 
7.54 ,6.86 
4.47 ,8.98 
8.21 ,0.74 
2.63 ,3.25 
1.05 ,8.04 
2.13 ,7.28 
6.73 ,6.90 
6.09 ,6.54 
5.18 ,5.58 
8.47 ,5.52 
0.77 ,2.21 
0.99 ,5.33 
9.68 ,9.28 
1.28 ,6.25 
6.40 ,7.50 
5.52 ,5.23 
5.28 ,0.65 
9.65 ,3.91 
9.92 ,4.35 
0.50 ,0.16 
5.63 ,4.54 
7.51 ,1.49 
4.08 ,0.29 
2.87 ,0.31 
0.26 ,0.37 
3.99 ,3.89 
4.86 ,4.95 
2.53 ,1.53 
4.99 ,3.83 
2.58 ,9.95 
5.54 ,3.41 
5.93 ,3.83 
0.31 ,9.14 
8.95 ,3.26 
6.27 ,7.84 
2.47 ,6.88 
4.62 ,7.48 
6.45 ,9.06 
7.09 ,2.46 
0.38 ,9.80 
1.88 ,2.61 
9.17 ,9.01 
3.17 ,0.18 
9.47 ,6.32 
9.71 ,1.47 
9.04 ,0.18 
2.15 ,7.20 
6.61 ,9.92 
9.68 ,8.27 
0.83 ,3.71 
8.43 ,5.26 
9.09 ,1.02 
9.19 ,2.92 
3.88 ,4.67 
1.99 ,2.95 
6.58 ,2.14 
7.73 ,4.10 
7.80 ,9.16 
3.84 ,6.26 
9.79 ,8.03 
9.27 ,0.18 
7.77 ,3.17 
6.99 ,8.10 
0.61 ,0.04 
9.08 ,9.01 
7.34 ,0.44 
8.78 ,7.78 
5.34 ,0.44 
2.92 ,3.17 
4.78 ,2.55 
5.58 ,4.82 
6.75 ,5.12 
1.80 ,5.22 
7.97 ,6.87 
2.17 ,4.15 
5.95 ,6.52 
0.41 ,9.54 
0.42 ,5.07 
6.96 ,9.33 
6.62 ,7.77 
5.29 ,7.08 
6.90 ,5.70 
0.80 ,2.03 
8.63 ,0.74 
6.21 ,1.66 
7.39 ,5.61 
8.23 ,8.23 
7.13 ,7.26 
4.18 ,4.44 
2.37 ,1.91 
7.28 ,4.69 
0.44 ,2.55 
1.69 ,4.76 
2.93 ,6.76 
9.04 ,7.67 
8.70 ,1.97 
8.39 ,9.19 
7.50 ,0.68 
3.51 ,8.99 
1.96 ,6.76 
0.80 ,8.81 
1.91 ,9.28 
7.87 ,1.38 
9.33 ,3.59 
2.31 ,0.39 
0.95 ,6.64 
5.08 ,8.60 
6.58 ,4.12 
0.85 ,1.64 
3.40 ,7.42 
0.78 ,5.48 
2.23 ,9.14 
7.84 ,8.37 
3.29 ,4.07 
4.54 ,8.07 
6.21 ,8.99 
3.20 ,5.09 
9.46 ,7.81 
5.63 ,5.16 
6.53 ,4.70 
3.08 ,1.93 
5.20 ,2.95 
1.38 ,2.76 
7.11 ,5.85 
4.53 ,7.28 
2.41 ,1.86 
5.00 ,2.92 
9.81 ,6.69 
3.80 ,9.94 
9.24 ,2.82 
5.98 ,4.22 
3.89 ,6.23 
0.51 ,3.82 
7.17 ,4.28 
5.61 ,2.75 
9.06 ,6.35 
3.11 ,1.78 
6.14 ,5.60 
6.36 ,3.07 
1.31 ,7.07 
5.35 ,6.82 
7.71 ,7.04 
6.78 ,6.76 
1.39 ,0.57 
7.20 ,3.88 
4.70 ,8.36 
0.47 ,7.96 
8.19 ,3.51 
3.25 ,1.81 
9.04 ,1.42 
4.37 ,0.70 
5.51 ,4.07 
0.13 ,3.14 
6.31 ,9.01 
9.03 ,2.84 
8.00 ,2.49 
3.00 ,9.25 
2.69 ,5.02 
2.50 ,0.31 
7.11 ,4.91 
2.40 ,0.95 
8.82 ,7.12 
4.61 ,4.52 
4.53 ,5.71 
4.17 ,3.25 
9.19 ,9.12 
9.99 ,5.78 
1.66 ,2.26 
7.26 ,7.24 
2.97 ,4.39 
8.89 ,0.65 
6.44 ,6.85 
5.65 ,0.14 
5.57 ,1.64 
5.69 ,2.64 
7.89 ,0.46 
0.76 ,2.11 
4.27 ,9.94 
9.00 ,4.52 
9.40 ,2.81 
5.58 ,8.85 
2.81 ,5.41 
3.79 ,1.85 
1.84 ,6.57 
5.72 ,5.67 
6.73 ,6.51 
8.88 ,0.57 
0.46 ,5.97 
8.91 ,3.63 
1.86 ,6.44 
6.03 ,0.04 
9.04 ,3.37 
1.06 ,9.74 
4.32 ,7.40 
8.61 ,7.52 
1.22 ,4.26 
3.13 ,9.96 
7.93 ,3.73 
0.50 ,3.14 
4.58 ,9.46 
0.29 ,5.74 
7.40 ,2.26 
8.10 ,8.42 
8.47 ,6.02 
3.14 ,7.20 
4.96 ,5.36 
6.35 ,3.19 
0.47 ,1.05 
2.28 ,9.74 
7.22 ,8.52 
2.31 ,4.70 
4.65 ,6.54 
3.57 ,4.16 
1.73 ,1.42 
7.38 ,7.92 
1.14 ,6.28 
3.94 ,3.41 
6.23 ,8.70 
8.01 ,0.40 
7.28 ,7.07 
3.93 ,3.35 
3.74 ,6.52 
5.54 ,2.12 
1.39 ,3.39 
6.65 ,2.27 
5.05 ,7.23 
6.58 ,5.82 
4.55 ,4.63 
0.07 ,5.10 
7.60 ,9.73 
8.28 ,1.54 
0.41 ,9.66 
9.53 ,5.77 
0.59 ,5.83 
4.07 ,9.62 
7.60 ,3.72 
8.99 ,2.47 
7.24 ,5.67 
5.60 ,2.75 
5.37 ,8.58 
0.72 ,7.61 
7.73 ,2.64 
9.97 ,3.76 
3.63 ,3.22 
8.11 ,3.07 
0.40 ,5.22 
8.60 ,1.71 
8.25 ,0.57 
8.36 ,0.30 
2.52 ,2.68 
4.91 ,6.32 
6.96 ,1.96 
6.88 ,0.61 
6.51 ,6.31 
8.34 ,3.94 
1.77 ,6.75 
0.98 ,8.21 
7.60 ,4.93 
8.22 ,0.85 
0.82 ,8.90 
6.77 ,8.76 
3.98 ,6.61 
2.31 ,7.30 
8.38 ,1.48 
1.81 ,2.41 
4.55 ,8.22 
8.38 ,6.38 
3.50 ,2.68 
7.67 ,2.20 
6.17 ,3.40 
3.72 ,6.35 
4.76 ,8.23 
6.85 ,0.10 
5.07 ,6.67 
5.29 ,9.88 
9.28 ,7.79 
2.06 ,3.09 
0.75 ,5.10 
5.25 ,1.19 
9.76 ,4.82 
9.24 ,1.09 
2.50 ,9.22 
8.80 ,4.08 
8.04 ,1.10 
0.81 ,8.74 
4.96 ,5.23 
5.11 ,9.43 
2.30 ,1.90 
1.43 ,7.39 
2.10 ,2.50 
0.94 ,4.98 
8.42 ,6.95 
4.13 ,2.79 
3.19 ,1.45 
9.96 ,1.06 
2.47 ,9.42 
4.75 ,4.00 
5.24 ,6.44 
1.53 ,0.19 
3.28 ,4.81 
3.32 ,0.47 
3.93 ,1.90 
8.56 ,3.97 
8.43 ,0.29 
8.62 ,6.51 
3.38 ,9.47 
5.18 ,2.51 
9.44 ,1.43 
0.98 ,6.97 
9.73 ,8.78 
4.44 ,2.33 
5.08 ,2.31 
6.32 ,6.27 
1.89 ,8.89 
7.66 ,8.50 
2.41 ,3.53 
6.29 ,5.65 
2.36 ,6.04 
7.74 ,7.02 
1.14 ,0.25 
6.41 ,5.35 
5.65 ,9.53 
8.49 ,6.51 
9.36 ,5.14 
5.18 ,3.19 
7.82 ,5.78 
0.86 ,6.35 
6.95 ,5.74 
8.00 ,2.48 
6.33 ,9.65 
8.76 ,7.70 
8.85 ,8.52 
7.65 ,0.75 
5.54 ,0.06 
3.18 ,6.73 
9.51 ,3.34 
4.98 ,1.13 
9.49 ,5.43 
7.95 ,6.15 
0.06 ,4.28 
0.81 ,6.10 
9.60 ,1.66 
4.38 ,0.82 
6.11 ,0.20 
5.46 ,8.18 
3.39 ,8.64 
5.36 ,9.61 
4.72 ,7.93 
9.18 ,0.28 
5.56 ,1.54 
9.75 ,1.60 
3.41 ,1.74 
5.09 ,8.99 
4.66 ,3.57 
5.72 ,0.16 
1.08 ,8.80 
3.58 ,2.85 
6.33 ,1.90 
4.85 ,6.86 
1.50 ,4.35 
4.82 ,3.51 
6.51 ,3.96 
6.29 ,8.88 
1.82 ,9.05 
6.93 ,4.05 
8.62 ,0.23 
7.02 ,1.89 
1.79 ,0.50 
6.10 ,9.82 
2.76 ,7.03 
5.73 ,7.61 
1.67 ,6.94 
9.76 ,8.03 
6.01 ,6.36 
2.59 ,5.79 
7.52 ,3.96 
5.02 ,5.64 
3.51 ,8.58 
3.31 ,7.63 
4.29 ,9.82 
3.97 ,1.28 
0.06 ,3.20 
5.94 ,0.31 
5.44 ,4.85 
5.75 ,4.43 
9.87 ,4.64 
7.72 ,2.20 
7.42 ,6.39 
9.18 ,4.25 
3.89 ,4.75 
8.94 ,8.01 
0.14 ,0.12 
9.80 ,0.52 
0.44 ,7.61 
7.66 ,5.02 
6.29 ,2.18 
9.80 ,9.61 
2.21 ,8.54 
9.84 ,9.50 
9.97 ,3.59 
5.25 ,8.06 
5.13 ,1.28 
1.73 ,3.71 
7.70 ,2.25 
6.86 ,3.48 
3.60 ,3.71 
3.57 ,0.54 
6.97 ,4.57 
6.12 ,9.82 
1.67 ,3.70 
3.49 ,7.85 
7.33 ,7.03 
3.57 ,5.81 
7.91 ,1.04 
8.74 ,3.49 
2.60 ,5.65 
6.90 ,4.51 
4.29 ,9.97 
3.84 ,6.81 
9.05 ,0.50 
7.06 ,5.41 
5.29 ,6.08 
7.63 ,4.52 
8.29 ,8.29 
4.47 ,6.88 
5.59 ,3.98 
7.16 ,3.92 
9.75 ,1.42 
2.50 ,2.75 
9.60 ,0.20 
4.27 ,3.40 
1.35 ,0.35 
9.66 ,7.51 
3.05 ,5.78 
2.81 ,5.41 
4.11 ,4.37 
1.95 ,0.23 
3.76 ,7.03 
2.91 ,1.22 
2.65 ,2.20 
8.09 ,1.24 
9.42 ,5.20 
8.64 ,9.78 
0.45 ,8.26 
0.71 ,3.03 
7.35 ,9.32 
4.07 ,9.50 
0.76 ,7.77 
5.00 ,6.47 
2.99 ,0.39 
0.68 ,5.60 
0.42 ,0.11 
9.06 ,5.94 
8.34 ,9.54 
5.16 ,0.14 
9.26 ,5.47 
3.10 ,7.66 
8.67 ,9.30 
6.28 ,3.46 
4.00 ,7.23 
7.38 ,2.56 
8.52 ,7.99 
2.46 ,8.00 
8.28 ,2.84 
6.31 ,8.16 
3.61 ,9.01 
8.46 ,9.70 
1.27 ,0.24 
5.72 ,5.20 
6.88 ,9.15 
7.73 ,6.62 
6.49 ,4.32 
7.00 ,7.61 
6.99 ,1.96 
6.15 ,6.51 
2.42 ,1.31 
0.53 ,1.35 
6.38 ,3.43 
5.40 ,9.19 
0.91 ,2.93 
9.19 ,7.51 
7.64 ,1.14 
2.07 ,1.42 
6.01 ,7.22 
2.91 ,2.19 
5.53 ,2.99 
0.32 ,0.53 
2.13 ,7.73 
6.85 ,0.01 
1.60 ,4.78 
0.79 ,7.04 
2.11 ,6.31 
0.41 ,5.54 
3.34 ,0.82 
5.02 ,1.01 
2.32 ,3.99 
8.45 ,6.60 
8.69 ,6.29 
6.78 ,1.41 
3.87 ,7.26 
9.89 ,2.59 
6.16 ,1.57 
1.19 ,3.43 
10.00 ,8.96 
8.58 ,3.93 
2.22 ,8.39 
6.91 ,5.39 
2.62 ,8.77 
0.05 ,2.23 
7.99 ,9.25 
7.53 ,6.60 
5.87 ,5.16 
5.87 ,8.44 
9.05 ,2.50 
1.23 ,0.21 
2.45 ,5.35 
8.54 ,8.42 
2.33 ,3.98 
9.89 ,7.26 
1.11 ,4.95 
9.79 ,5.97 
4.57 ,1.51 
4.32 ,0.30 
4.48 ,4.16 
3.85 ,6.32 
6.54 ,0.96 
6.48 ,8.77 
1.60 ,7.80 
7.00 ,3.81 
8.48 ,7.29 
0.27 ,6.26 
9.00 ,7.33 
0.97 ,3.45 
1.10 ,3.70 
5.11 ,7.58 
6.38 ,3.91 
0.56 ,0.20 
2.12 ,1.69 
9.07 ,5.84 
8.21 ,0.97 
9.73 ,0.84 
7.10 ,6.34 
0.92 ,5.61 
5.05 ,9.19 
5.06 ,8.35 
9.76 ,6.49 
2.06 ,3.58 
6.64 ,8.27 
5.84 ,9.00 
8.40 ,7.45 
2.62 ,4.39 
0.90 ,6.53 
3.85 ,8.39 
2.32 ,0.76 
2.96 ,7.00 
8.42 ,6.29 
4.96 ,6.34 
0.08 ,9.52 
0.71 ,0.91 
5.47 ,9.12 
8.40 ,4.13 
1.52 ,9.38 
3.85 ,8.04 
8.43 ,7.20 
6.58 ,2.50 
6.09 ,3.11 
8.69 ,5.78 
2.89 ,6.47 
7.09 ,2.63 
5.49 ,1.69 
7.89 ,8.58 
9.98 ,6.43 
8.40 ,4.58 
7.27 ,4.27 
2.79 ,4.12 
3.38 ,4.87 
0.15 ,4.35 
9.37 ,1.12 
2.66 ,6.12 
0.25 ,8.07 
6.74 ,7.67 
6.79 ,3.78 
8.47 ,7.10 
0.61 ,2.73 
5.62 ,3.51 
1.55 ,4.84 
5.99 ,2.73 
3.42 ,7.04 
7.94 ,1.31 
0.79 ,8.19 
5.42 ,7.95 
8.49 ,0.04 
5.84 ,9.53 
4.02 ,2.75 
8.61 ,2.83 
9.80 ,4.32 
8.98 ,6.38 
0.51 ,2.63 
7.10 ,2.17 
6.24 ,3.64 
4.86 ,8.85 
5.25 ,5.81 
8.33 ,0.14 
8.94 ,9.28 
0.41 ,2.12 
3.43 ,7.81 
7.29 ,6.29 
8.15 ,4.63 
3.29 ,1.35 
0.45 ,9.02 
0.67 ,2.86 
5.25 ,6.88 
9.45 ,3.47 
6.53 ,7.86 
7.89 ,0.44 
4.97 ,0.90 
5.02 ,4.92 
5.03 ,2.10 
4.11 ,5.62 
10.00 ,9.30 
2.68 ,2.34 
5.65 ,9.53 
7.15 ,3.31 
0.86 ,0.18 
7.46 ,5.47 
3.87 ,1.45 
8.75 ,8.76 
6.08 ,9.66 
6.72 ,3.90 
9.76 ,2.30 
2.78 ,2.76 
3.14 ,1.44 
2.57 ,6.20 
0.32 ,5.57 
5.68 ,4.91 
8.79 ,4.86 
8.49 ,9.92 
3.14 ,8.33 
3.58 ,6.29 
0.88 ,9.85 
4.82 ,2.39 
6.00 ,0.87 
9.26 ,2.15 
3.44 ,0.50 
6.01 ,8.47 
6.71 ,8.26 
7.86 ,7.39 
4.89 ,5.94 
7.81 ,7.75 
7.10 ,2.24 
6.31 ,9.03 
1.85 ,4.35 
3.47 ,0.63 
6.14 ,7.44 
8.81 ,1.66 
3.50 ,9.91 
7.60 ,4.93 
1.46 ,5.49 
1.93 ,8.37 
4.60 ,1.65 
1.89 ,3.13 
6.13 ,3.80 
3.15 ,1.28 
7.61 ,2.54 
1.05 ,9.36 
9.78 ,8.78 
4.92 ,2.47 
1.19 ,7.32 
0.57 ,5.84 
9.84 ,4.56 
7.51 ,5.85 
8.24 ,7.85 
5.57 ,5.91 
6.40 ,5.79 
7.75 ,8.36 
4.67 ,7.86 
9.29 ,6.72 
8.21 ,3.11 
3.54 ,8.80 
6.09 ,1.83 
6.00 ,2.53 
3.43 ,3.97 
6.24 ,0.87 
3.82 ,1.92 
1.33 ,3.60 
3.25 ,6.47 
7.71 ,9.66 
2.12 ,9.02 
2.80 ,2.52 
1.04 ,6.33 
5.02 ,3.92 
0.36 ,1.13 
8.81 ,3.55 
0.28 ,2.49 
9.71 ,4.07 
2.55 ,8.14 
6.61 ,9.86 
0.62 ,4.30 
5.26 ,9.79 
8.40 ,0.41 
9.08 ,1.58 
5.03 ,7.05 
9.37 ,0.59 
3.76 ,0.59 
9.71 ,0.02 
